OBJECTID,HOB_ID,commonName,aquiferFinal,casingLevel,wellLevel,COUNTY,WMD,GW_Basin,Row,Column_,lyr201808,ROW_COL,CFWI_YN,el03ss201811,LAYER,wt201811,cmt201811,lat,lon,CFWI
302,wl_312,SJRWMD11522219,LFA,-1189.893509,-1215.18,ORANGE,SJRWMD,East-Central Florida,178,455,9,178_455,Y,38.26565936,9,1,,28.50212273,-81.19596316,Y
303,wl_313,SJRWMD11522220,LFA,-1410.893509,-1452.06,ORANGE,SJRWMD,East-Central Florida,178,455,9,178_455,Y,25.45442612,9,0,sjr_tr10_calibchg,28.50212273,-81.19596316,Y
304,wl_314,SJRWMD11552198,UFA,-141.4961109,-516.42,INDIAN RIVER,SJRWMD,East-Central Florida,388,607,3,388_607,N,38.60676619,3,1,,27.77805231,-80.6099914,N
305,wl_318,SJRWMD11752260,AVPK,-384.3697205,-474.3697205,ORANGE,SJRWMD,East-Central Florida,209,501,5,209_501,Y,35.92387746,5,1,,28.39388507,-81.01721478,Y
306,wl_319,SJRWMD11752261,AVPK,-554.3697205,-774.3697205,ORANGE,SJRWMD,East-Central Florida,209,501,5,209_501,Y,36.2415887,5,0,sjr_tr10_calibchg,28.39388507,-81.01721478,Y
307,wl_320,SJRWMD12412420,UFA,,-319.145,BREVARD,SJRWMD,East-Central Florida,206,611,3,206_611,N,22.52271873,3,0,,28.40540441,-80.59217602,N
308,wl_321,SJRWMD12415106,UFA,-267.2421455,-311.2421455,BREVARD,SJRWMD,East-Central Florida,206,611,3,206_611,N,,3,1,,28.4054058,-80.59219575,N
309,wl_322,SJRWMD14642674,UFA,-543.435545,-860.32,INDIAN RIVER,SJRWMD,East-Central Florida,393,660,5,393_660,N,32.53416595,5,1,,27.75971949,-80.40221368,N
310,wl_323,SJRWMD14652678,UFA,-91.69163895,-139.2,SEMINOLE,SJRWMD,Middle StJohns,110,412,3,110_412,Y,37.70811784,3,1,,28.73522108,-81.36506784,Y
311,wl_324,SJRWMD14652679,LFA,-1201.691639,-1259.22,SEMINOLE,SJRWMD,Middle StJohns,110,412,9,110_412,Y,32.71184017,9,0,sjr_tr10_calibchg,28.73522108,-81.36506784,Y
312,wl_325,SJRWMD14652680,LFA,-961.6916389,-1019.01,SEMINOLE,SJRWMD,Middle StJohns,110,412,9,110_412,Y,38.30150826,9,1,,28.73522108,-81.36506784,Y
313,wl_326,SJRWMD14652681,AVPK,-261.6916389,-339.6916389,SEMINOLE,SJRWMD,Middle StJohns,110,412,5,110_412,Y,37.29937124,5,1,,28.73522108,-81.36506784,Y
314,wl_327,SJRWMD15093043,UFA,-247.0787354,-305.0787354,ORANGE,SJRWMD,East-Central Florida,201,481,3,201_481,Y,36.43233344,3,1,,28.42161898,-81.09537826,Y
315,wl_328,SJRWMD15282840,SAS,64.13802338,54.13802338,ORANGE,SJRWMD,East-Central Florida,171,382,1,171_382,Y,,1,1,,28.52415454,-81.48279836,Y
316,wl_329,SJRWMD15282842,ICU,14.13802338,9.138023377,ORANGE,SJRWMD,East-Central Florida,171,382,2,171_382,Y,,2,0,sjr_tr10_calibchg,28.52415805,-81.48279722,Y
317,wl_330,SJRWMD15282844,UFA,-35.86197662,-85.86197662,ORANGE,SJRWMD,East-Central Florida,171,382,3,171_382,Y,,3,1,,28.52415805,-81.48279722,Y
318,wl_331,SJRWMD15902733,UFA,36.16921997,-19.83078003,MARION,SJRWMD,Northern WestCentral Florida,17,236,3,17_236,N,46.66602114,3,0,sjr_tr10_calibchg,29.05166264,-82.05582943,N
319,wl_332,SJRWMD15912734,UFA,31.84072876,-21.2,MARION,SJRWMD,Northern WestCentral Florida,33,254,3,33_254,N,49.4105954,3,1,,28.99805135,-81.98360761,N
320,wl_333,SJRWMD15943179,SAS,129.7591089,121.524,POLK,SWFWMD,East-Central Florida,285,326,1,285_326,Y,129.6366667,1,1,,28.1324938,-81.69693225,Y
321,wl_334,SJRWMD15953181,SAS,129.4000159,123.924,POLK,SWFWMD,East-Central Florida,285,327,1,285_327,Y,129.3458333,1,1,,28.13332714,-81.69332117,Y
322,wl_335,SJRWMD17043378,ICU,0.766967773,-6.67,LAKE,SJRWMD,Middle StJohns,65,388,2,65_388,N,38.66295927,2,0,sjr_tr10_calibchg,28.88985707,-81.46080047,N
323,wl_336,SJRWMD17043379,SAS,29.76696777,27.41,LAKE,SJRWMD,Middle StJohns,65,388,1,65_388,N,42.22708333,1,1,,28.88985707,-81.46082825,N
324,wl_337,SJRWMD17043609,UFA,-57.23303223,-154.43,LAKE,SJRWMD,Middle StJohns,65,388,3,65_388,N,38.74975921,3,1,,28.88988485,-81.46080047,N
325,wl_338,SJRWMD17043610,LFA,-857.2330322,-964.12,LAKE,SJRWMD,Middle StJohns,65,388,9,65_388,N,39.84298872,9,1,,28.89015202,-81.46061958,N
326,wl_339,SJRWMD17053380,SAS,4.706794739,4.07,SEMINOLE,SJRWMD,Middle StJohns,114,427,1,114_427,Y,21.5475,1,1,,28.72082921,-81.30749248,Y
327,wl_340,SJRWMD17453563,UFA,-47.30122375,-139.43,VOLUSIA,SJRWMD,Middle StJohns,33,424,3,33_424,N,8.438687033,3,1,,29.00158445,-81.31811884,N
328,wl_341,SJRWMD17483570,SAS,42.99508438,39.67,LAKE,SJRWMD,Middle StJohns,33,351,1,33_351,N,42.315,1,0,sjr_tr10_calibchg,28.99904258,-81.60632442,N
329,wl_342,SJRWMD17483571,SAS,43.18581467,40.72,LAKE,SJRWMD,Middle StJohns,33,351,1,33_351,N,42.37625,1,0,sjr_tr10_calibchg,28.99883425,-81.60613275,N
330,wl_343,SJRWMD17483572,SAS,42.63508438,41.242,LAKE,SJRWMD,Middle StJohns,33,351,1,33_351,N,42.776,1,0,sjr_tr10_calibchg,28.99904258,-81.60632442,N
331,wl_344,SJRWMD17483573,SAS,42.16158691,42.982,LAKE,SJRWMD,Middle StJohns,33,351,1,33_351,N,42.9915,1,0,sjr_tr10_calibchg,28.99902225,-81.60596524,N
332,wl_345,SJRWMD17523574,SAS,42.33467148,40.61,LAKE,SJRWMD,Middle StJohns,36,349,1,36_349,N,42.32916667,1,0,sjr_tr10_calibchg,28.9889704,-81.61174377,N
333,wl_346,SJRWMD17523575,SAS,42.2309938,40.429,LAKE,SJRWMD,Middle StJohns,36,349,1,36_349,N,42.373,1,0,sjr_tr10_calibchg,28.98899818,-81.61147432,N
334,wl_347,SJRWMD17523576,SAS,42.69716492,41.34,LAKE,SJRWMD,Middle StJohns,36,350,1,36_350,N,42.2875,1,1,,28.98901763,-81.61122154,N
335,wl_348,SJRWMD17523577,SAS,41.25302368,37.819,LAKE,SJRWMD,Middle StJohns,36,350,1,36_350,N,42.4035,1,0,sjr_tr10_calibchg,28.98905374,-81.61084377,N
336,wl_349,SJRWMD17563578,SAS,41.23774841,39.333,LAKE,SJRWMD,Middle StJohns,28,343,1,28_343,N,42.3475,1,0,sjr_tr10_calibchg,29.01620082,-81.63502713,N
337,wl_350,SJRWMD17563579,SAS,42.26839493,39.58,LAKE,SJRWMD,Middle StJohns,28,343,1,28_343,N,42.29375,1,1,,29.01624526,-81.63551047,N
338,wl_351,SJRWMD17563580,SAS,43.35289825,38.703,LAKE,SJRWMD,Middle StJohns,28,343,1,28_343,N,42.3425,1,0,sjr_tr10_calibchg,29.01629526,-81.63594102,N
339,wl_352,SJRWMD17563581,SAS,44.23832977,37.633,LAKE,SJRWMD,Middle StJohns,28,343,1,28_343,N,42.3945,1,0,sjr_tr10_calibchg,29.01632026,-81.63632158,N
340,wl_353,SJRWMD17603582,SAS,25.18497192,27.15,LAKE,SJRWMD,Middle StJohns,48,371,1,48_371,N,28.52458333,1,0,sjr_tr10_calibchg,28.94949019,-81.52847666,N
341,wl_354,SJRWMD17603583,SAS,23.68075127,28.303,LAKE,SJRWMD,Middle StJohns,48,371,1,48_371,N,28.71444444,1,0,sjr_tr10_calibchg,28.94949018,-81.52841277,N
342,wl_355,SJRWMD17603584,SAS,26.93613091,30.67,LAKE,SJRWMD,Middle StJohns,47,371,1,47_371,N,28.57,1,0,sjr_tr10_calibchg,28.94981518,-81.52843499,N
343,wl_356,SJRWMD17603585,SAS,27.65897995,31.05,LAKE,SJRWMD,Middle StJohns,47,371,1,47_371,N,28.74041667,1,0,sjr_tr10_calibchg,28.95031241,-81.5283711,N
344,wl_357,SJRWMD17603586,SAS,27.82273041,30.22,LAKE,SJRWMD,Middle StJohns,47,371,1,47_371,N,29.56666667,1,0,sjr_tr10_calibchg,28.95067352,-81.5283239,N
345,wl_358,SJRWMD17603587,SAS,31.29934807,36.38,LAKE,SJRWMD,Middle StJohns,47,371,1,47_371,N,33.06125,1,1,,28.95149574,-81.52824612,N
346,wl_359,SJRWMD17603588,SAS,35.31993408,33.829,LAKE,SJRWMD,Middle StJohns,47,371,1,47_371,N,36.81888889,1,0,sjr_tr10_calibchg,28.95192906,-81.52820723,N
347,wl_360,SJRWMD17673589,SAS,29.66492874,25.76,LAKE,SJRWMD,Middle StJohns,54,364,1,54_364,N,28.55045455,1,0,sjr_tr10_calibchg,28.92554028,-81.55377921,N
348,wl_361,SJRWMD17673590,SAS,30.12585632,25.066,LAKE,SJRWMD,Middle StJohns,54,364,1,54_364,N,28.77944444,1,0,sjr_tr10_calibchg,28.9254875,-81.55393199,N
349,wl_362,SJRWMD17673591,SAS,35.6800882,26.83,LAKE,SJRWMD,Middle StJohns,55,364,1,55_364,N,29.11,1,0,sjr_tr10_calibchg,28.92535973,-81.55428476,N
350,wl_363,SJRWMD17673592,SAS,36.37299271,28.63,LAKE,SJRWMD,Middle StJohns,55,364,1,55_364,N,30.62083333,1,1,,28.92528473,-81.55453199,N
351,wl_364,SJRWMD17673593,SAS,37.85998154,29.979,LAKE,SJRWMD,Middle StJohns,55,364,1,55_364,N,31.545,1,0,sjr_tr10_calibchg,28.92526806,-81.55453199,N
352,wl_365,SJRWMD17673594,SAS,36.03299271,31.709,LAKE,SJRWMD,Middle StJohns,55,364,1,55_364,N,31.44944444,1,0,sjr_tr10_calibchg,28.92530695,-81.55453199,N
353,wl_366,SJRWMD17673595,SAS,39.9502153,31.989,LAKE,SJRWMD,Middle StJohns,55,364,1,55_364,N,31.74611111,1,0,sjr_tr10_calibchg,28.92523195,-81.55467643,N
354,wl_367,SJRWMD17673596,SAS,38.2802153,32.339,LAKE,SJRWMD,Middle StJohns,55,364,1,55_364,N,31.9425,1,0,sjr_tr10_calibchg,28.92527362,-81.55467643,N
355,wl_368,SJRWMD17673597,SAS,40.63452286,31.709,LAKE,SJRWMD,Middle StJohns,55,364,1,55_364,N,32.03722222,1,0,sjr_tr10_calibchg,28.92515695,-81.55485143,N
356,wl_369,SJRWMD17673599,SAS,47.01313919,31.389,LAKE,SJRWMD,Middle StJohns,55,364,1,55_364,N,33.06777778,1,0,sjr_tr10_calibchg,28.92493751,-81.55523197,N
357,wl_370,SJRWMD17853616,SAS,36.79856873,31.79856873,SEMINOLE,SJRWMD,Middle StJohns,126,411,2,126_411,Y,51.78663,1,1,sjr_tr10_calibchg,28.6801791,-81.36996913,Y
358,wl_371,SJRWMD18133697,SAS,61.15829468,32.15829468,SEMINOLE,SJRWMD,Middle StJohns,132,425,1,132_425,Y,65.354,1,1,,28.65943822,-81.31478209,Y
359,wl_372,SJRWMD18143698,SAS,45.95054245,31.73,SEMINOLE,SJRWMD,Middle StJohns,125,439,1,125_439,Y,51.345,1,1,,28.68499261,-81.2617249,Y
360,wl_373,SJRWMD18153699,SAS,36.74261475,26.74261475,SEMINOLE,SJRWMD,Middle StJohns,140,438,1,140_438,Y,59.5805,1,1,,28.63360553,-81.26255869,Y
361,wl_374,SJRWMD18163700,SAS,54.96892548,38.76,SEMINOLE,SJRWMD,Middle StJohns,119,399,1,119_399,Y,56.037,1,1,,28.70471494,-81.41839603,Y
362,wl_375,SJRWMD18173701,SAS,80.53444672,44.78,SEMINOLE,SJRWMD,Middle StJohns,123,393,1,123_393,Y,79.701,1,1,,28.68860448,-81.43922994,Y
363,wl_376,SJRWMD18183702,SAS,114.7153625,87.4,SEMINOLE,SJRWMD,Middle StJohns,130,390,1,130_390,Y,117.731,1,1,,28.66610532,-81.45145244,Y
364,wl_377,SJRWMD18193703,SAS,65.82806396,57.69,SEMINOLE,SJRWMD,Middle StJohns,135,411,1,135_411,Y,78.302,1,1,,28.64971661,-81.37145029,Y
365,wl_378,SJRWMD18213705,SAS,76.12102509,70.52,SEMINOLE,SJRWMD,Middle StJohns,143,431,1,143_431,Y,79.84,1,1,,28.6222172,-81.29311508,Y
366,wl_379,SJRWMD18223706,SAS,61.41215515,41.13,SEMINOLE,SJRWMD,Middle StJohns,135,434,1,135_434,Y,62.3895,1,1,,28.64804957,-81.28172574,Y
367,wl_380,SJRWMD18233707,SAS,64.88272858,51.56,SEMINOLE,SJRWMD,Middle StJohns,120,421,1,120_421,Y,70.82,1,1,,28.70193681,-81.33144903,Y
368,wl_381,SJRWMD18253709,SAS,10.24456406,-2.88,SEMINOLE,SJRWMD,Middle StJohns,119,431,1,119_431,Y,17.507,1,1,,28.70499205,-81.2900589,Y
369,wl_382,SJRWMD18263710,SAS,78.6941452,54.037,SEMINOLE,SJRWMD,Middle StJohns,119,411,1,119_411,Y,80.725,1,1,,28.70471469,-81.37145019,Y
370,wl_383,SJRWMD18293713,SAS,60.4058075,50.14,SEMINOLE,SJRWMD,Middle StJohns,90,413,1,90_413,Y,71.396,1,1,,28.80248872,-81.360616,Y
371,wl_384,SJRWMD18303714,SAS,38.93039322,34.42,SEMINOLE,SJRWMD,Middle StJohns,135,466,1,135_466,Y,45.87,1,1,,28.64971542,-81.15533371,Y
372,wl_385,SJRWMD18313715,SAS,42.46913528,35.33,SEMINOLE,SJRWMD,Middle StJohns,129,456,1,129_456,Y,47.542,1,1,,28.66888165,-81.19283444,Y
373,wl_386,SJRWMD18393747,UFA,-104.0932789,-321.0932789,BREVARD,SJRWMD,East-Central Florida,102,536,3,102_536,N,15.75878812,3,1,,28.7644322,-80.88115882,N
374,wl_387,SJRWMD18403749,UFA,-124.2491455,-172.2491455,MARION,SJRWMD,Middle StJohns,34,292,3,34_292,N,54.22301122,3,1,,28.99277318,-81.83582989,N
375,wl_388,SJRWMD18403750,SAS,42.75085449,27.75085449,MARION,SJRWMD,Middle StJohns,34,292,1,34_292,N,57.571875,1,1,,28.99277318,-81.83582989,N
376,wl_389,SJRWMD19414940,ICU,-43.21077728,-48.71077728,LAKE,SJRWMD,Middle StJohns,55,360,2,55_360,N,,2,0,sjr_tr10_calibchg,28.92298056,-81.56971689,N
377,wl_390,SJRWMD19414941,UFA,-91.21077728,-191.2107773,LAKE,SJRWMD,Middle StJohns,55,360,3,55_360,N,,3,1,,28.92271501,-81.56992254,N
378,wl_391,SJRWMD19535110,UFA,36.75823212,-63.24176788,LAKE,SJRWMD,Northern WestCentral Florida,187,291,3,187_291,Y,,3,1,,28.46916265,-81.83443843,Y
379,wl_392,SJRWMD19564474,UFA,11.67098999,-78.32901001,LAKE,SJRWMD,East-Central Florida,219,318,3,219_318,Y,117.5800847,3,1,,28.35778319,-81.73104482,Y
380,wl_393,SJRWMD19564914,AVPK,-201.5520248,-338.5520248,LAKE,SJRWMD,East-Central Florida,219,318,5,219_318,Y,,5,1,,28.35778875,-81.73098537,Y
381,wl_394,SJRWMD19564915,LFA,-1038.32901,-1165.32901,LAKE,SJRWMD,East-Central Florida,219,318,9,219_318,Y,,9,1,,28.35777041,-81.73109787,Y
382,wl_395,SJRWMD19564916,SAS,111.4479752,101.4479752,LAKE,SJRWMD,East-Central Florida,219,318,1,219_318,Y,,1,1,,28.35778708,-81.73101649,Y
383,wl_396,SJRWMD19564917,ICU,46.26164246,34.26164246,LAKE,SJRWMD,East-Central Florida,219,318,2,219_318,Y,,1,0,sjr_tr10_calibchg,28.35779569,-81.7308951,Y
384,wl_397,SJRWMD19784574,UFA,-58.3828125,-128.3828125,LAKE,SJRWMD,Middle StJohns,107,282,3,107_282,N,,3,1,,28.74415596,-81.87285427,N
385,wl_398,SJRWMD19994729,UFA,-110.7021179,-161.7021179,BREVARD,SJRWMD,East-Central Florida,128,517,3,128_517,N,,3,1,,28.67249121,-80.95616178,N
386,wl_399,SJRWMD22752271,UFA,-67.79386139,-219.6,SEMINOLE,SJRWMD,Middle StJohns,125,415,3,125_415,Y,44.82860249,3,1,,28.68239053,-81.35550089,Y
387,wl_400,SJRWMD22752272,SAS,34.20613861,30.53,SEMINOLE,SJRWMD,Middle StJohns,125,415,1,125_415,Y,77.02666667,1,1,,28.68239053,-81.35550089,Y
388,wl_401,SJRWMD22752275,AVPK,-445.7938614,-619.4,SEMINOLE,SJRWMD,Middle StJohns,125,415,6,125_415,Y,45.524111,5,0,sjr_tr10_calibchg,28.68239053,-81.35550089,Y
389,wl_402,SJRWMD22752276,UFA,-305.7938614,-399.49,SEMINOLE,SJRWMD,Middle StJohns,125,415,5,125_415,Y,43.22391285,5,1,,28.68239053,-81.35550089,Y
390,wl_403,SJRWMD22752277,LFA,-1175.793861,-1429.05,SEMINOLE,SJRWMD,Middle StJohns,125,415,9,125_415,Y,45.83955824,9,1,,28.68239053,-81.35550089,Y
391,wl_404,SJRWMD27324786,UFA,-284.7834759,-344.23,BREVARD,SJRWMD,East-Central Florida,360,626,3,360_626,N,,3,1,,27.8738289,-80.5336239,N
392,wl_405,SJRWMD27354792,UFA,-83.22901535,-133.2290154,LAKE,SJRWMD,Northern WestCentral Florida,74,276,3,74_276,N,,3,1,,28.85610771,-81.89916353,N
393,wl_406,SJRWMD27364793,UFA,19.5918045,-50.4081955,LAKE,SJRWMD,Northern WestCentral Florida,105,268,3,105_268,N,,3,1,,28.7502752,-81.92860859,N
394,wl_407,SJRWMD27364896,SAS,69.5918045,64.5918045,LAKE,SJRWMD,Northern WestCentral Florida,105,268,1,105_268,N,,1,1,,28.75054421,-81.92841198,N
395,wl_408,SJRWMD28885109,UFA,-221.8170805,-371.8170805,BREVARD,SJRWMD,East-Central Florida,324,569,3,324_569,N,40.41614605,3,1,,27.99803869,-80.75411745,N
396,wl_409,SJRWMD29674175,ICU,-4.037162781,-14.03716278,ORANGE,SJRWMD,East-Central Florida,173,409,2,173_409,Y,,2,0,sjr_tr10_calibchg,28.51721503,-81.37582624,Y
397,wl_410,SJRWMD29674177,UFA,-269.214386,-364.214386,ORANGE,SJRWMD,East-Central Florida,173,409,5,173_409,Y,,5,1,,28.51777678,-81.37561728,Y
398,wl_411,SJRWMD29674178,LFA,-933.1153641,-1112.115364,ORANGE,SJRWMD,East-Central Florida,173,409,9,173_409,Y,,9,1,,28.51693725,-81.37582625,Y
399,wl_412,SJRWMD30063050,ICU,19.08778381,8.45,ORANGE,SJRWMD,Middle StJohns,117,386,2,117_386,Y,20.4641855,2,0,sjr_tr10_calibchg,28.71116592,-81.46562098,Y
400,wl_413,SJRWMD30063051,UFA,-370.9122162,-576.45,ORANGE,SJRWMD,Middle StJohns,117,386,5,117_386,Y,47.80618352,5,1,,28.71116592,-81.46562098,Y
401,wl_414,SJRWMD30063052,UFA,-30.91221619,-86.59,ORANGE,SJRWMD,Middle StJohns,117,386,3,117_386,Y,20.73012073,3,0,sjr_tr10_calibchg,28.71116592,-81.46562098,Y
402,wl_415,SJRWMD30072617,LFA,-906.9409943,-1007.46,SEMINOLE,SJRWMD,Middle StJohns,84,404,8,84_404,Y,30.05872945,8,0,sjr_tr10_calibchg,28.82397102,-81.39737702,Y
403,wl_416,SJRWMD30072618,SAS,18.05900574,12.6,SEMINOLE,SJRWMD,Middle StJohns,84,404,1,84_404,Y,39.98083333,1,1,,28.82397102,-81.39737702,Y
404,wl_417,SJRWMD30072619,UFA,-76.94099426,-357.7,SEMINOLE,SJRWMD,Middle StJohns,84,404,5,84_404,Y,20.62310919,5,1,,28.82397102,-81.39737702,Y
405,wl_418,SJRWMD30282822,UFA,-335.4436073,-381.48,INDIAN RIVER,SJRWMD,East-Central Florida,388,641,3,388_641,N,,3,1,,27.77738446,-80.47791237,N
406,wl_419,SJRWMD30332848,ICU,18.90530396,8.905303955,SEMINOLE,SJRWMD,Middle StJohns,123,424,1,123_424,Y,,1,0,,28.68893929,-81.32031991,Y
407,wl_420,SJRWMD30332850,UFA,-24.04689026,-124.0468903,SEMINOLE,SJRWMD,Middle StJohns,123,424,3,123_424,Y,,3,1,,28.6889454,-81.32030213,Y
408,wl_421,SJRWMD30342855,ICU,-14.0147171,-24.0147171,SEMINOLE,SJRWMD,Middle StJohns,91,407,2,91_407,Y,,2,0,sjr_tr10_calibchg,28.80163048,-81.38399562,Y
409,wl_422,SJRWMD30342858,UFA,-70.0147171,-162.0147171,SEMINOLE,SJRWMD,Middle StJohns,91,407,3,91_407,Y,,3,1,,28.80162076,-81.38402395,Y
410,wl_423,SJRWMD30362862,SAS,1.277919769,-8.722080231,SEMINOLE,SJRWMD,Middle StJohns,140,474,1,140_474,Y,,1,0,sjr_tr10_calibchg,28.63281779,-81.1233175,Y
411,wl_424,SJRWMD30362864,UFA,-75.72208023,-125.7220802,SEMINOLE,SJRWMD,Middle StJohns,140,474,1,140_474,Y,,3,1,sjr_tr10_calibchg,28.63282195,-81.12333111,Y
412,wl_425,SJRWMD30392880,UFA,-147.9566391,-197.9566391,BREVARD,SJRWMD,East-Central Florida,193,584,3,193_584,N,,3,1,,28.44855193,-80.69609127,N
413,wl_426,SJRWMD30432902,UFA,-28.17481232,-78.17481232,VOLUSIA,SJRWMD,Middle StJohns,45,420,3,45_420,N,,3,1,,28.95733683,-81.33556116,N
414,wl_427,SJRWMD30432904,SAS,34.82518768,24.82518768,VOLUSIA,SJRWMD,Middle StJohns,45,420,1,45_420,N,,1,1,,28.95734961,-81.33556894,N
415,wl_428,SJRWMD30442913,UFA,4.744270325,-45.25572968,LAKE,SJRWMD,Middle StJohns,175,313,3,175_313,Y,,3,1,,28.50838812,-81.75032392,Y
416,wl_429,SJRWMD30442915,SAS,91.49853516,86.49853516,LAKE,SJRWMD,Middle StJohns,175,313,1,175_313,Y,,1,1,,28.50835612,-81.75031816,Y
417,wl_430,SJRWMD30452911,SAS,7.900337219,-2.099662781,LAKE,SJRWMD,Middle StJohns,123,325,1,123_325,N,,1,0,sjr_tr10_calibchg,28.68875634,-81.7053102,N
418,wl_431,SJRWMD30452912,UFA,-49.09966278,-99.09966278,LAKE,SJRWMD,Middle StJohns,123,325,3,123_325,N,,3,1,,28.68875773,-81.70532548,N
419,wl_432,SJRWMD30472918,UFA,-61.3921814,-111.3921814,MARION,SJRWMD,Middle StJohns,36,321,3,36_321,N,,3,1,,28.98851886,-81.724231,N
420,wl_433,SJRWMD31043397,UFA,-113.8999786,-163.8999786,LAKE,SJRWMD,Middle StJohns,88,329,3,88_329,N,,3,1,,28.81099012,-81.68863286,N
421,wl_434,SJRWMD32604054,UFA,-9.22833252,-326.2283325,MARION,SWFWMD,Northern WestCentral Florida,5,135,5,5_135,N,31.08832224,5,1,,29.08747233,-82.45176172,N
422,wl_435,SJRWMD51004173,LFA,-905.9014435,-995.9014435,ORANGE,SJRWMD,Middle StJohns,118,357,9,118_357,Y,,9,1,,28.70860412,-81.58082721,Y
423,wl_436,SJRWMD51005097,SAS,124.1091003,107.63,ORANGE,SJRWMD,Middle StJohns,118,357,1,118_357,Y,127.3075,1,1,,28.70835224,-81.58088826,Y
424,wl_437,SJRWMD51005099,UFA,44.10910034,-247.32,ORANGE,SJRWMD,Middle StJohns,118,357,5,118_357,Y,54.4098162,5,1,,28.70835224,-81.58088826,Y
425,wl_438,SJRWMD70011113,UFA,-51.81945038,-75.86,LAKE,SJRWMD,Middle StJohns,9,358,3,9_358,N,15.76430816,3,1,,29.08087018,-81.57915741,N
426,wl_439,SJRWMD70271001,UFA,-15.96395874,-228.25,LAKE,SJRWMD,Middle StJohns,123,276,5,123_276,N,84.05259559,5,1,,28.68941389,-81.89590518,N
427,wl_440,SJRWMD70271002,ICU,23.03604126,6.68,LAKE,SJRWMD,Middle StJohns,123,276,2,123_276,N,82.61876999,2,0,sjr_tr10_calibchg,28.68941389,-81.89590518,N
428,wl_441,SWFWMD17497,SAS,95.18195343,78.18195343,LAKE,SWFWMD,Northern WestCentral Florida,191,268,1,191_268,Y,,1,1,,28.45477332,-81.9254946,Y
429,wl_442,SWFWMD17500,SAS,100.053299,92.05329895,LAKE,SWFWMD,Northern WestCentral Florida,209,262,1,209_262,Y,98.81916667,1,1,,28.3910472,-81.9484646,Y
430,wl_443,SWFWMD17501,SAS,98.17775726,92.17775726,LAKE,SWFWMD,Northern WestCentral Florida,209,262,1,209_262,Y,99.045,1,0,,28.39133721,-81.94878861,Y
431,wl_444,SWFWMD17502,SAS,99.09581757,91.09581757,LAKE,SWFWMD,Northern WestCentral Florida,218,262,1,218_262,Y,98.67416667,1,0,,28.3614061,-81.94688904,Y
432,wl_445,SWFWMD17503,SAS,95.27942658,90.27942658,LAKE,SWFWMD,Northern WestCentral Florida,218,262,1,218_262,Y,99.04083333,1,1,,28.3618921,-81.94656104,Y
433,wl_446,SWFWMD17505,SAS,99.72426605,91.72426605,LAKE,SWFWMD,Northern WestCentral Florida,200,260,1,200_260,Y,100.2183333,1,1,,28.42211834,-81.95433824,Y
434,wl_447,SWFWMD17507,SAS,99.31003571,94.31003571,LAKE,SWFWMD,Northern WestCentral Florida,200,261,1,200_261,Y,99.7,1,1,,28.42179933,-81.95372323,Y
435,wl_448,SWFWMD17508,SAS,100.6911163,97.69111633,LAKE,SWFWMD,Northern WestCentral Florida,214,267,1,214_267,Y,101.3475,1,0,,28.37637106,-81.92942422,Y
436,wl_449,SWFWMD17510,SAS,94.97431946,84.97431946,LAKE,SWFWMD,Northern WestCentral Florida,214,267,1,214_267,Y,101.475,1,1,,28.37613706,-81.92902322,Y
437,wl_450,SWFWMD17512,SAS,85.0490799,82.0490799,PASCO,SWFWMD,Northern WestCentral Florida,223,226,1,223_226,N,87.06333333,1,1,,28.3412839,-82.08586411,N
438,wl_451,SWFWMD17513,SAS,86.36032104,82.36032104,PASCO,SWFWMD,Northern WestCentral Florida,223,227,1,223_227,N,87.00583333,1,1,,28.34172389,-82.08543411,N
439,wl_452,SWFWMD17516,APPZ,-346.2031555,-587.2031555,PASCO,SWFWMD,Northern WestCentral Florida,218,212,5,218_212,N,72.3271346,5,1,,28.36002733,-82.14199812,N
440,wl_453,SWFWMD17519,SAS,76.09142303,66.09142303,PASCO,SWFWMD,Northern WestCentral Florida,247,219,1,247_219,N,77.56363636,1,1,,28.2589989,-82.11380244,N
441,wl_454,SWFWMD17521,SAS,75.0069046,67.0069046,PASCO,SWFWMD,Central WestCentral Florida,251,218,1,251_218,N,76.44791667,1,1,,28.2467489,-82.11874639,N
442,wl_455,SWFWMD17523,OPZ,36.09142303,-16.90857697,PASCO,SWFWMD,Northern WestCentral Florida,247,219,3,247_219,N,77.5118258,3,1,,28.2589709,-82.11380244,N
443,wl_456,SWFWMD17524,SAS,74.32740021,69.32740021,PASCO,SWFWMD,Central WestCentral Florida,251,218,1,251_218,N,75.79583333,1,0,,28.2461099,-82.11902439,N
444,wl_457,SWFWMD17528,SAS,,103.5393219,POLK,SWFWMD,Northern WestCentral Florida,232,271,1,232_271,Y,104.9295833,1,0,,28.31260274,-81.91100302,Y
445,wl_458,SWFWMD17544,SAS,80.92967987,60.92967987,POLK,SWFWMD,Northern WestCentral Florida,251,223,1,251_223,Y,81.0166859,1,1,,28.24569319,-82.09835706,Y
446,wl_459,SWFWMD17586,SAS,92.92189026,87.92189026,SUMTER,SWFWMD,Northern WestCentral Florida,220,244,1,220_244,N,92.545,1,1,,28.35428745,-82.01735938,N
